"dataset_id","variable_count","year_label","year_start","year_end","region","dataset_type","cycle_label","is_supplement","supplement_type","is_bootstrap"
"CCHS2018_ONT_SHARE",922,"2018",2018,2018,"Ontario","Share","Annual",FALSE,"-",FALSE
"CCHS2018_ONT_SHARE_BOOT",1002,"2018",2018,2018,"Ontario","Share","Annual",FALSE,"-",TRUE
"CCHS2018_ONT_SHARE_BOOT_HH",1002,"2018",2018,2018,"Ontario","Share","Annual",TRUE,"Household weights",TRUE
"CCHS2018_ONT_SHARE_HH",2,"2018",2018,2018,"Ontario","Share","Annual",TRUE,"Household weights",FALSE
"CCHS201920_INC_ON",28,"2019-2020",2019,2020,"National","Income","Annual",FALSE,"-",FALSE
"CCHS201920_ONT_SHARE",704,"2019-2020",2019,2020,"Ontario","Share","Annual",FALSE,"-",FALSE
"CCHS201920_ONT_SHARE_BOOT",1002,"2019-2020",2019,2020,"Ontario","Share","Annual",FALSE,"-",TRUE
"CCHS201920_ONT_SHARE_BOOT_HH",1002,"2019-2020",2019,2020,"Ontario","Share","Annual",TRUE,"Household weights",TRUE
"CCHS201920_ONT_SHARE_HH",2,"2019-2020",2019,2020,"Ontario","Share","Annual",TRUE,"Household weights",FALSE
"CCHS2019_INC_ON",28,"2019",2019,2019,"National","Income","Annual",FALSE,"-",FALSE
"CCHS2019_ONT_SHARE",1237,"2019",2019,2019,"Ontario","Share","Annual",FALSE,"-",FALSE
"CCHS2019_ONT_SHARE_BOOT",1002,"2019",2019,2019,"Ontario","Share","Annual",FALSE,"-",TRUE
"CCHS2019_ONT_SHARE_BOOT_HH",1002,"2019",2019,2019,"Ontario","Share","Annual",TRUE,"Household weights",TRUE
"CCHS2019_ONT_SHARE_HH",2,"2019",2019,2019,"Ontario","Share","Annual",TRUE,"Household weights",FALSE
"CCHS2020_INC_ON",28,"2020",2020,2020,"National","Income","Annual",FALSE,"-",FALSE
"CCHS2020_ONT_SHARE",894,"2020",2020,2020,"Ontario","Share","Annual",FALSE,"-",FALSE
"CCHS2020_ONT_SHARE_BOOT",1002,"2020",2020,2020,"Ontario","Share","Annual",FALSE,"-",TRUE
"CCHS2020_ONT_SHARE_BOOT_HH",1002,"2020",2020,2020,"Ontario","Share","Annual",TRUE,"Household weights",TRUE
"CCHS2020_ONT_SHARE_HH",2,"2020",2020,2020,"Ontario","Share","Annual",TRUE,"Household weights",FALSE
"CCHS2021_ONT_SHARE",689,"2021",2021,2021,"Ontario","Share","Annual",FALSE,"-",FALSE
"CCHS2021_ONT_SHARE_BOOT",1003,"2021",2021,2021,"Ontario","Share","Annual",FALSE,"-",TRUE
"CCHS2021_ONT_SHARE_BOOT_HH",1002,"2021",2021,2021,"Ontario","Share","Annual",TRUE,"Household weights",TRUE
"CCHS2021_ONT_SHARE_HH",2,"2021",2021,2021,"Ontario","Share","Annual",TRUE,"Household weights",FALSE
