"variable_name","module","label","type","format","n_datasets","year_range","min_year","max_year","regions","has_ontario","has_national","file_types","has_share","has_linked","has_pumf","in_main_files","sample_datasets"
"ACCFOPT","ACCF","Optional module: ACC - (F)","Num8","CCHS_YESNOFM",1,"2007",2007,2007,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,TRUE,"CCHS2007_ONT_SHARE"
"ACCG12N","ACCG","Difficulty - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG22B","ACCG","Diff. getting appt / diagnosis - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG22D","ACCG","Diff. - wait too long for diag. test / h","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG22O","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG32F","ACCG","Diff. - not avail. time required/area -","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG32N","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG43B","ACCG","Diff. - contact physician-nurse / no pho","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG43I","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG45B","ACCG","Diff. - contact physician-nurse / no pho","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG45I","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG47C","ACCG","Diff. - contact / tel num / get through","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG47I","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG53G","ACCG","Diff. - no fam phys / not avail in area","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG53J","ACCG","Diff. - transport / lang. / cost - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG53M","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG55G","ACCG","Diff. - no fam phys / not avail in area","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG55M","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG63G","ACCG","Diff. - no fam phys / not avail in area","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG63L","ACCG","Diff. - did not know where / unable to l","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG63M","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG65G","ACCG","Diff. - no fam phys / not avail in area","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG65M","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG67E","ACCG","Diff. - wait too long for appt./see doc.","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCG67M","ACCG","Diff. - other - (G)","Num8","CCHS_PUMF_YESNOFM",2,"2013-2014",2013,2014,"National",FALSE,TRUE,"PUMF",FALSE,FALSE,TRUE,TRUE,"CCHS201314_CCHS_PUMF; CCHS2014_CCHS_PUMF"
"ACCZ_10","ACCZ","Required visit to medical specialist","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_11","ACCZ","Diff. getting specialist care","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12A","ACCZ","Diff. - getting a referral","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12B","ACCZ","Diff. - getting an appointment","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12C","ACCZ","Diff. - no specalists in area","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12D","ACCZ","Diff. - waited too long for appointment","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12E","ACCZ","Diff. - waited too long /see doc.","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12F","ACCZ","Diff. - transportation","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12G","ACCZ","Diff. - language","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12H","ACCZ","Diff. - cost","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12I","ACCZ","Diff. - pers./family responsibilities","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12J","ACCZ","Diff. - deterioration of health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12K","ACCZ","Diff. - appointment cancelled/deferred","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12L","ACCZ","Diff. - still waiting for visit","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12M","ACCZ","Diff. - unable leave house/health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_12N","ACCZ","Diff. - other","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_20","ACCZ","Required non-emergency surgery","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_21","ACCZ","Diff. getting non-emerg. surg.","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22A","ACCZ","Diff. - getting an appointment","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22B","ACCZ","Diff. - getting a diagnosis","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22C","ACCZ","Diff. - wait too long/diag. test","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22D","ACCZ","Diff. - waited too long/hosp. bed","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22E","ACCZ","Diff. - waited too long/surgery","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22F","ACCZ","Diff. - service not available/area","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22G","ACCZ","Diff. - transportation","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22H","ACCZ","Diff. - language","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22I","ACCZ","Diff. - cost","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22J","ACCZ","Diff. - pers./family responsibilities","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22K","ACCZ","Diff. - deterioration of health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22L","ACCZ","Diff. - appointment cancelled/deferred","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22M","ACCZ","Diff. - still waiting for surgery","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22N","ACCZ","Diff. - unable leave house/health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_22O","ACCZ","Diff. - other","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_30","ACCZ","Required MRI, CT Scan, angiography","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_31","ACCZ","Difficulties getting test","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32A","ACCZ","Diff. - getting a referral","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32B","ACCZ","Diff. - getting an appointment","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32C","ACCZ","Diff. - waited too long for appt.","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32D","ACCZ","Diff. - waited too long/get test","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32E","ACCZ","Diff. - not available at time required","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32F","ACCZ","Diff. - not available/area","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32G","ACCZ","Diff. - transportation","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32H","ACCZ","Diff. - language","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32I","ACCZ","Diff. - cost","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32J","ACCZ","Diff. - deterioration of health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32K","ACCZ","Diff. - did not know where to go","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32L","ACCZ","Diff. - still waiting for test","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32M","ACCZ","Diff. - unable leave house /health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_32N","ACCZ","Diff. - other","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40","ACCZ","Required health information","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40A","ACCZ","Contact/health info - doctor","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40B","ACCZ","Contact/health info - community hlth ctr","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40C","ACCZ","Contact/health info - walk-in clinic","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40D","ACCZ","Contact/health info - health line","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40E","ACCZ","Contact/health info - emergency room","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40F","ACCZ","Contact/health info - other hosp. serv.","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_40G","ACCZ","Contact/health info - other","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_41","ACCZ","Diff. getting health information","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_42","ACCZ","Exp. diff. during regular hrs.","Num8","CCHS_YESNO",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43A","ACCZ","Diff. - contact a physician/nurse","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43B","ACCZ","Diff. - did not have a phone number","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43C","ACCZ","Diff. - could not get through","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43D","ACCZ","Diff. - waited too long to speak","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43E","ACCZ","Diff. - inadequate information","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43F","ACCZ","Diff. - language","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43G","ACCZ","Diff. - did not know where to go/call","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43H","ACCZ","Diff. - unable to leave house/health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_43I","ACCZ","Diff. - other","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_44","ACCZ","Exp. diff. during evening/weekends","Num8","CCHS_YESNO",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45A","ACCZ","Diff. - contact a physician/nurse","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45B","ACCZ","Diff. - did not have a phone number","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45C","ACCZ","Diff. - could not get through","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45D","ACCZ","Diff. - waited too long to speak","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45E","ACCZ","Diff. - inadequate information","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45F","ACCZ","Diff. - language","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45G","ACCZ","Diff. - did not know where to go/call","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45H","ACCZ","Diff. - unable to leave/health","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_45I","ACCZ","Diff. - other","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_46","ACCZ","Exp. diff. during middle of night","Num8","CCHS_YESNO",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47A","ACCZ","Diff. - contact a physician/nurse","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47B","ACCZ","Diff. - did not have a phone number","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47C","ACCZ","Diff. - could not get through","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47D","ACCZ","Diff. - waited too long/to speak","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47E","ACCZ","Diff. - inadequate information","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47F","ACCZ","Diff. - language","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
"ACCZ_47G","ACCZ","Diff. - did not know where to go/call","Num8","CCHS_YESNOFM",1,"2005",2005,2005,"Ontario",TRUE,FALSE,"Share",TRUE,FALSE,FALSE,FALSE,"CCHS2005_ONT_SHARE_31_SUB3"
