ices_id,dataset_id,year_start,year_end,geo,temporal_type,content,release,cycle,subfile,n_variables,n_primary_sources,n_secondary_sources
CCHS201718_ONT_SHARE,cchs-2017d-s-ont,2017,2018,ont,dual,gen,share,,,783,0,1
CCHS201718_ONT_SHARE_BOOT,cchs-2017d-s-ont-boot,2017,2018,ont,dual,gen,share,,boot,1002,0,1
CCHS201718_ONT_SHARE_BOOT_HH,cchs-2017d-s-ont-boot.hh,2017,2018,ont,dual,gen,share,,boot.hh,1002,0,1
CCHS201718_ONT_SHARE_HH,cchs-2017d-s-ont-hh,2017,2018,ont,dual,gen,share,,hh,2,0,1
CCHS2017_ONT_SHARE,cchs-2017s-s-ont,2017,2017,ont,single,gen,share,,,810,0,1
CCHS2017_ONT_SHARE_BOOT,cchs-2017s-s-ont-boot,2017,2017,ont,single,gen,share,,boot,1002,0,1
CCHS2017_ONT_SHARE_BOOT_HH,cchs-2017s-s-ont-boot.hh,2017,2017,ont,single,gen,share,,boot.hh,1002,0,1
CCHS2017_ONT_SHARE_HH,cchs-2017s-s-ont-hh,2017,2017,ont,single,gen,share,,hh,2,0,1
CCHS2018_ONT_SHARE,cchs-2018s-s-ont,2018,2018,ont,single,gen,share,,,922,0,1
CCHS2018_ONT_SHARE_BOOT,cchs-2018s-s-ont-boot,2018,2018,ont,single,gen,share,,boot,1002,0,1
CCHS2018_ONT_SHARE_BOOT_HH,cchs-2018s-s-ont-boot.hh,2018,2018,ont,single,gen,share,,boot.hh,1002,0,1
CCHS2018_ONT_SHARE_HH,cchs-2018s-s-ont-hh,2018,2018,ont,single,gen,share,,hh,2,0,1
CCHS201920_INC_ON,cchs-2019d-inc-can-ontario,2019,2020,can,dual,gen,income,,ontario,28,0,1
CCHS2019_INC_ON,cchs-2019s-inc-can-ontario,2019,2019,can,single,gen,income,,ontario,28,0,1
,cchs-2019d-m-can,2019,2020,can,dual,gen,master,,,691,0,0
,cchs-2019d-p-can,2019,2020,can,dual,gen,pumf,,,691,1,0
CCHS201920_ONT_SHARE,cchs-2019d-s-ont,2019,2020,ont,dual,gen,share,,,704,0,1
CCHS201920_ONT_SHARE_BOOT,cchs-2019d-s-ont-boot,2019,2020,ont,dual,gen,share,,boot,1002,0,1
CCHS201920_ONT_SHARE_BOOT_HH,cchs-2019d-s-ont-boot.hh,2019,2020,ont,dual,gen,share,,boot.hh,1002,0,1
CCHS201920_ONT_SHARE_HH,cchs-2019d-s-ont-hh,2019,2020,ont,dual,gen,share,,hh,2,0,1
CCHS2019_ONT_SHARE,cchs-2019s-s-ont,2019,2019,ont,single,gen,share,,,1237,0,1
CCHS2019_ONT_SHARE_BOOT,cchs-2019s-s-ont-boot,2019,2019,ont,single,gen,share,,boot,1002,0,1
CCHS2019_ONT_SHARE_BOOT_HH,cchs-2019s-s-ont-boot.hh,2019,2019,ont,single,gen,share,,boot.hh,1002,0,1
CCHS2019_ONT_SHARE_HH,cchs-2019s-s-ont-hh,2019,2019,ont,single,gen,share,,hh,2,0,1
CCHS2020_INC_ON,cchs-2020s-inc-can-ontario,2020,2020,can,single,gen,income,,ontario,28,0,1
CCHS2020_ONT_SHARE,cchs-2020s-s-ont,2020,2020,ont,single,gen,share,,,894,0,1
CCHS2020_ONT_SHARE_BOOT,cchs-2020s-s-ont-boot,2020,2020,ont,single,gen,share,,boot,1002,0,1
CCHS2020_ONT_SHARE_BOOT_HH,cchs-2020s-s-ont-boot.hh,2020,2020,ont,single,gen,share,,boot.hh,1002,0,1
CCHS2020_ONT_SHARE_HH,cchs-2020s-s-ont-hh,2020,2020,ont,single,gen,share,,hh,2,0,1
CCHS2021_ONT_SHARE,cchs-2021s-s-ont,2021,2021,ont,single,gen,share,,,689,0,1
CCHS2021_ONT_SHARE_BOOT,cchs-2021s-s-ont-boot,2021,2021,ont,single,gen,share,,boot,1003,0,1
CCHS2021_ONT_SHARE_BOOT_HH,cchs-2021s-s-ont-boot.hh,2021,2021,ont,single,gen,share,,boot.hh,1002,0,1
CCHS2021_ONT_SHARE_HH,cchs-2021s-s-ont-hh,2021,2021,ont,single,gen,share,,hh,2,0,1
,cchs-2022s-m-can,2022,2022,can,single,gen,master,,,255,0,0
,cchs-2023s-m-can,2023,2023,can,single,gen,master,,,0,0,0
,cchs-2022s-p-can,2022,2022,can,single,gen,pumf,,,255,1,0
